energy,tempo,danceability,liveness,valence,duration_ms,loudness,playlist_genre,track_name,track_artist,track_popularity,analysis_url
0.46,149.909,0.636,0.114,0.474,180800,-8.036,hip-hop,love lost,"Umair, Talha Anjum",64,https://api.spotify.com/v1/audio-analysis/6yaF2WzaQpY00JnKPtOEB0
0.461,150.026,0.835,0.0967,0.667,157600,-10.556,jazz,Streets Of Rio,"Erwin Do, Lenny B",53,https://api.spotify.com/v1/audio-analysis/3D7tHItozfNTG5jJGxkMCV
0.461,179.961,0.564,0.0914,0.454,136500,-8.1,lofi,Colors (Code Geass),Ren Avel,32,https://api.spotify.com/v1/audio-analysis/53MxojtmLNjucrqs0GguYU
0.462,77.421,0.387,0.116,0.392,258462,-10.109,ambient,Plan B,M.I. Abaga,15,https://api.spotify.com/v1/audio-analysis/4mutdKyuoznj0vM6IhA7Jc
0.462,120.999,0.443,0.111,0.239,272000,-5.205,cantopop,情人知己,Sally Yeh,24,https://api.spotify.com/v1/audio-analysis/2ejz9W0C3nEOwwRqqzsWpl
0.462,173.866,0.596,0.112,0.655,335310,-10.605,soul,When I'm in Your Arms,Cleo Sol,64,https://api.spotify.com/v1/audio-analysis/47s5hKfwGXliAAB8wKMiNo
0.462,173.978,0.717,0.0673,0.803,180455,-9.542,soul,Out My Hair,Mack Keane,39,https://api.spotify.com/v1/audio-analysis/1TtdzDwa2r0REWVcFihwmT
0.463,83.967,0.796,0.196,0.581,127321,-10.058,jazz,Felices Siestas,Señor Siesta,45,https://api.spotify.com/v1/audio-analysis/37P1VYFyxYXH3jFsnuONhs
0.463,108.003,0.97,0.151,0.46,142417,-7.259,arabic,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",72,https://api.spotify.com/v1/audio-analysis/5MPPttjfGap2C6j6eKcO6J
0.463,111.98,0.809,0.109,0.364,298941,-11.377,hip-hop,Passionfruit,Drake,80,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz
0.463,121.999,0.778,0.0731,0.496,194840,-7.603,electronic,Hear Me Now,"Alok, Zeeba, Bruno Martini",73,https://api.spotify.com/v1/audio-analysis/39cmB3ZoTOLwOTq7tMNqKa
0.463,124.084,0.929,0.0634,0.755,255840,-8.651,reggae,Buffalo Soldier,Bob Marley & The Wailers,70,https://api.spotify.com/v1/audio-analysis/7BfW1eoDh27W69nxsmRicb
0.463,125.15,0.562,0.157,0.416,247579,-7.478,ambient,Free Mind,Tems,72,https://api.spotify.com/v1/audio-analysis/2mzM4Y0Rnx2BDZqRnhQ5Q6
0.464,78.809,0.532,0.125,0.204,147000,-9.558,jazz,Picadilly,"Erwin Do, flâneur, Beto Braga, Raouf",48,https://api.spotify.com/v1/audio-analysis/4GP63RpTwxOCnMq5ZVnKZR
0.464,79.503,0.373,0.127,0.301,237908,-8.606,latin,KINTSUGI,HUMBE,80,https://api.spotify.com/v1/audio-analysis/1qbql17v0Hazo94o5RUyWQ
0.464,100.011,0.87,0.094,0.0929,252067,-7.44,electronic,Fusil,SCH,57,https://api.spotify.com/v1/audio-analysis/1gKcpNIXhmHx2EHI5IPhte
0.464,108.015,0.886,0.0776,0.417,154320,-8.947,electronic,AMARU,Dinos,46,https://api.spotify.com/v1/audio-analysis/5ymYY65E7II6wmpDlE8162
0.464,111.103,0.72,0.203,0.381,138353,-10.661,ambient,Awolowo - Remix,"Fido, Tiwa Savage",59,https://api.spotify.com/v1/audio-analysis/1SDOo6cNNrvarL9wqEVAJT
0.464,114.046,0.782,0.364,0.375,125263,-9.616,lofi,Driver's High (GTO),Ren Avel,33,https://api.spotify.com/v1/audio-analysis/7G95QqU0TSYKe1tN5CpcPU
0.465,89.087,0.449,0.303,0.543,198371,-8.964,pop,Heartbreak Anniversary,Giveon,79,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp
0.465,100.11,0.708,0.0971,0.264,78000,-12.306,lofi,Kimi ni Todoke (Kimi ni Todoke),Ren Avel,32,https://api.spotify.com/v1/audio-analysis/05H6948bWZZXTLDmq4XW6N
0.465,110.014,0.794,0.103,0.652,158690,-8.144,world,תלוי בנו,נהוראי אריאלי,32,https://api.spotify.com/v1/audio-analysis/5B8D53ONDHlcFOxTLdnul2
0.465,113.81,0.6,0.149,0.0682,230880,-4.951,pop,Control,Zoe Wees,69,https://api.spotify.com/v1/audio-analysis/50Td3qilgs8BLtv8mHyT1t
0.465,131.992,0.704,0.154,0.755,107083,-12.648,lofi,Tough Night,Thin Wire,54,https://api.spotify.com/v1/audio-analysis/2SIG8r7jJLXc9Q3fAOUrwx
0.466,70.087,0.768,0.222,0.454,158375,-9.748,lofi,Lost Without You,chill.farm,48,https://api.spotify.com/v1/audio-analysis/1AqN43ZIZzz74aAtnsovZ1
0.466,160.02,0.683,0.158,0.504,135187,-10.24,lofi,Adamant,Kuma,47,https://api.spotify.com/v1/audio-analysis/1rj0JZBZJhBa0LL2sQ7ro9
0.466,168.063,0.638,0.097,0.312,130978,-10.637,lofi,Con Bajo Fidelidad,The Fly Guy Five,49,https://api.spotify.com/v1/audio-analysis/0Ti4yQxF7IyyhK3rIT1cdw
0.467,90.831,0.428,0.135,0.193,266005,-4.904,indian,"Mann Bharryaa 2.0 (From ""Shershaah"")","B Praak, Jaani",67,https://api.spotify.com/v1/audio-analysis/3jf5303mzzJ96O8xFTcEn4
0.467,119.919,0.615,0.099,0.177,273667,-9.883,blues,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,74,https://api.spotify.com/v1/audio-analysis/28UMiBhn383n9S7GL4tsxD
0.467,138.007,0.845,0.0694,0.702,211200,-7.674,blues,Confessions Part II,USHER,68,https://api.spotify.com/v1/audio-analysis/7wBThXx7BGZHJJ3aN3OPvv
0.467,138.007,0.845,0.0694,0.702,211200,-7.674,r&b,Confessions Part II,USHER,68,https://api.spotify.com/v1/audio-analysis/7wBThXx7BGZHJJ3aN3OPvv
0.467,154.636,0.587,0.098,0.353,183533,-12.392,gaming,The Last of Us,Gustavo Santaolalla,60,https://api.spotify.com/v1/audio-analysis/285ieonEuLkll3zknYK2TY
0.467,157.338,0.413,0.0711,0.377,200589,-9.282,folk,THINGS BEHIND THINGS BEHIND THINGS,Bon Iver,69,https://api.spotify.com/v1/audio-analysis/2kyL1eP0mluFHYlAwKySzj
0.468,94.434,0.369,0.109,0.18,290617,-9.013,ambient,Apocalypse,Cigarettes After Sex,87,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX
0.468,135.875,0.483,0.152,0.319,247941,-7.642,indian,Shayad,"Pritam, Arijit Singh",73,https://api.spotify.com/v1/audio-analysis/1smFN2CLqGROu0J0UyvDfL
0.469,76.006,0.679,0.132,0.675,105789,-8.232,jazz,Yard,paris91,45,https://api.spotify.com/v1/audio-analysis/7uI9pFWk4XEOzd11mU8iF5
0.469,78.98,0.703,0.0963,0.321,119241,-11.165,lofi,National Park (Pokémon Gold & Silver),Ren Avel,32,https://api.spotify.com/v1/audio-analysis/1lltkINLmQuAYvVNScAU5p
0.469,145.947,0.742,0.334,0.737,144452,-8.789,lofi,Violet City (Pokémon Gold & Silver),Ren Avel,35,https://api.spotify.com/v1/audio-analysis/7k7bdSLiIYHhYX95E5n7DD
0.47,67.086,0.598,0.505,0.879,126267,-8.744,pop,Rockin' Around The Christmas Tree,Brenda Lee,83,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97
0.47,75.008,0.617,0.151,0.427,129600,-13.3,lofi,the neighborhood,ninetytwo.,50,https://api.spotify.com/v1/audio-analysis/6nZIx6Ck3oNPR1L5FblIY0
0.47,103.728,0.779,0.15,0.678,207827,-12.726,jazz,Bessoka - Version Courte,Manu Dibango,28,https://api.spotify.com/v1/audio-analysis/0VvBih4iJKWKYYoB2N42Zf
0.47,109.986,0.639,0.117,0.0358,202987,-11.969,arabic,Sahara Sunrise,John Grout,21,https://api.spotify.com/v1/audio-analysis/5xZcRDyrYQigdKPFAEeE3O
0.47,128.047,0.641,0.139,0.425,265057,-8.889,soul,SOS (Sex on Sight) (feat. USHER),"Victoria Monét, USHER",55,https://api.spotify.com/v1/audio-analysis/2iNMrWUMlqf03NrHCQZY71
0.47,145.703,0.655,0.128,0.577,231067,-11.395,brazilian,Táxi Lunar,Geraldo Azevedo,38,https://api.spotify.com/v1/audio-analysis/2mLtn7zqcqalNZSfQZ62ko
0.471,76.934,0.404,0.119,0.497,216585,-5.848,world,Not Today (Dear Yetzer Hara),TAI,35,https://api.spotify.com/v1/audio-analysis/11cLEdBuPFaeQU0d2LDkBH
0.471,81.05,0.75,0.114,0.765,130370,-7.96,jazz,Jazzy Mondays,"Zmeyev, Screen Jazzmaster",46,https://api.spotify.com/v1/audio-analysis/3AAahZu2L1Lbujjl2lnBJo
0.471,105.029,0.472,0.14,0.219,180304,-5.692,gaming,Beautiful Things,Benson Boone,85,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9
0.471,105.029,0.472,0.14,0.219,180304,-5.692,pop,Beautiful Things,Benson Boone,85,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9
0.471,105.029,0.472,0.14,0.219,180304,-5.692,pop,Beautiful Things,Benson Boone,89,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii
0.471,135.996,0.539,0.1,0.271,243356,-9.082,mandopop,介质,"Nicky Lee, 郑润泽",49,https://api.spotify.com/v1/audio-analysis/67IEgoowJgpCGT0a4Ya9W7
0.471,140.969,0.863,0.121,0.644,252907,-9.545,hip-hop,Keisha & Becky - Remix,"Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, JAY1",59,https://api.spotify.com/v1/audio-analysis/5wIjM4q7oIgiLqn8Qfoyxh
0.472,80.487,0.685,0.224,0.475,205720,-9.691,jazz,Coffee Cold,Galt MacDermot,62,https://api.spotify.com/v1/audio-analysis/6MN6yRVriszuyAVlyF8ndB
0.472,101.061,0.898,0.141,0.214,274192,-7.001,gaming,Not Like Us,Kendrick Lamar,88,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3
0.472,101.061,0.898,0.141,0.214,274192,-7.001,hip-hop,Not Like Us,Kendrick Lamar,88,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3
0.472,101.061,0.898,0.141,0.214,274192,-7.001,pop,Not Like Us,Kendrick Lamar,88,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3
0.472,140.976,0.415,0.213,0.067,153347,-11.089,arabic,Atlantis of the Sands,Greg Edmonson,27,https://api.spotify.com/v1/audio-analysis/00JOgmWv6RmkgwPxdYScnf
0.472,149.97,0.748,0.102,0.364,230904,-9.266,hip-hop,Ektarfa,King,60,https://api.spotify.com/v1/audio-analysis/70wFZWY6cKFxp3Qcq8uxH4
0.473,75.801,0.464,0.109,0.604,208687,-10.086,pop,If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",72,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ
0.473,89.945,0.857,0.107,0.84,125333,-6.791,lofi,Piano Roll,Vancgroover,47,https://api.spotify.com/v1/audio-analysis/1mgu8HfJP14u5czwRJlGVp
0.473,119.992,0.765,0.391,0.34,237300,-5.829,pop,7 Years,Lukas Graham,79,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk
0.473,152.88,0.591,0.108,0.451,216524,-8.122,soul,Let Me Go,Daniel Caesar,70,https://api.spotify.com/v1/audio-analysis/3ym8ajVmKm6Fybgov3WBI5
0.473,160.02,0.695,0.135,0.773,121500,-7.418,lofi,Sunset,Altair Blake,44,https://api.spotify.com/v1/audio-analysis/4PcsApZvvI8SVnkmuZ7LWu
0.474,79.933,0.707,0.64,0.534,262498,-8.705,world,Behold a Pale Horse,"STOiK, Jah'kota, Plex, Drezus",18,https://api.spotify.com/v1/audio-analysis/7Htnhar4WeE4oCwTo1NWG9
0.474,82.038,0.603,0.12,0.585,142134,-10.741,jazz,Floatin',"SamuW, Mendeville, Lazlow",46,https://api.spotify.com/v1/audio-analysis/0SwMW7AfosFNOwCIkzi4Rn
0.474,123.895,0.73,0.099,0.625,178987,-9.537,electronic,Le chant des sirènes,Fréro Delavega,62,https://api.spotify.com/v1/audio-analysis/0gSvEcIBXqiYqomjp6hKHj
0.475,98.047,0.801,0.0639,0.234,213061,-8.797,latin,Efecto,Bad Bunny,79,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx
0.475,113.016,0.861,0.0708,0.248,237876,-11.952,latin,Champion Sound,"Davido, Focalistic",44,https://api.spotify.com/v1/audio-analysis/3vTW0qXIitjhZW5kfTwBTv
0.475,132.148,0.897,0.0958,0.967,415030,-13.23,disco,Sexy Films - Vocal,Kroma,13,https://api.spotify.com/v1/audio-analysis/1NHWvgozr7Bp28urT7zCSc
0.475,140.035,0.317,0.107,0.079,232325,-10.762,classical,Earth’s Ambassadors,Michael Curran,31,https://api.spotify.com/v1/audio-analysis/0kAvWY9HgTHsBmwhSsnucC
0.476,97.945,0.802,0.295,0.644,173354,-10.064,latin,Daiwal,"Marc Seguí, Xavibo",33,https://api.spotify.com/v1/audio-analysis/1P3S2GX1Q9sWKAgZMsSrvP
0.476,100.008,0.799,0.123,0.294,92589,-8.935,ambient,Good Life {Freestyle},Zlatan,39,https://api.spotify.com/v1/audio-analysis/1XwGGXSgu5UpWr8rdaRRG0
0.476,115.956,0.62,0.0799,0.739,77176,-8.544,folk,Morrison's Jig,Orthodox Celts,40,https://api.spotify.com/v1/audio-analysis/5CLUgmwdCyveF3xOK1DypI
0.476,129.992,0.793,0.115,0.578,194769,-10.515,latin,ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",75,https://api.spotify.com/v1/audio-analysis/2TJKY0WSFufZOzbRNgl6zE
0.476,139.987,0.84,0.0865,0.767,201400,-7.918,blues,We Belong Together,Mariah Carey,74,https://api.spotify.com/v1/audio-analysis/4EI8VuxUuIHKfafU72emqz
0.476,148.117,0.389,0.255,0.566,217107,-9.342,rock,No Rain,Blind Melon,73,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT
0.476,193.883,0.637,0.103,0.572,150015,-8.968,ambient,Gbemidebe,"Boj, Ajebutter22",37,https://api.spotify.com/v1/audio-analysis/2cNxVZOPJAh4cx2PBcd6ra
0.477,69.982,0.651,0.235,0.263,82296,-12.015,gospel,Today,Ibquake,33,https://api.spotify.com/v1/audio-analysis/5NOMpIrAo3xQuNbSbebSV0
0.477,95.958,0.413,0.122,0.241,259667,-7.748,blues,Endless Love (with Mariah Carey),"Luther Vandross, Mariah Carey",61,https://api.spotify.com/v1/audio-analysis/7IljDTNkQEyy77CcaRbiAj
0.477,117.403,0.802,0.112,0.785,180720,-12.882,jazz,Congo Mulence,"Machito & His Orchestra, Candido Camero, Paul Cohen, Curtis Fuller, Joe Newman, Herbie Mann, Cannonball Adderley, Doc Cheatham",31,https://api.spotify.com/v1/audio-analysis/75TW2yJ4zK8VDkpbMWOamE
0.477,119.928,0.796,0.12,0.685,231933,-7.161,r&b,Burn,USHER,70,https://api.spotify.com/v1/audio-analysis/7z3N2W7Xz1t2G2sAO8wFVH
0.478,78.746,0.837,0.0569,0.81,254800,-5.861,reggae,Stone Love,Pepper,58,https://api.spotify.com/v1/audio-analysis/1AO26gK1sI6PoFY9eUF8yV
0.478,104.563,0.675,0.127,0.39,210286,-10.201,hip-hop,Blow for Blow (feat. J. Cole),"Tee Grizzley, J. Cole",69,https://api.spotify.com/v1/audio-analysis/3rXlcLZk3MCaRPND5g9QiW
0.478,114.02,0.766,0.165,0.965,178360,-13.487,rock,I Won't Back Down,Tom Petty,73,https://api.spotify.com/v1/audio-analysis/7gSQv1OHpkIoAdUiRLdmI6
0.478,142.934,0.472,0.226,0.724,198347,-5.847,world,La Zingara,Cafe Accordion Orchestra,26,https://api.spotify.com/v1/audio-analysis/0MWobJTLASCpmQ2a3yrCWJ
0.479,81.998,0.675,0.088,0.454,209493,-9.87,blues,You're Beautiful,James Blunt,75,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k
0.479,104.83,0.62,0.191,0.661,269427,-9.888,brazilian,La Belle De Jour,Alceu Valença,53,https://api.spotify.com/v1/audio-analysis/0c8aqUb7e0K9uNhxejfV23
0.479,123.217,0.425,0.378,0.279,215867,-12.22,rock,La Célula Que Explota,Caifanes,72,https://api.spotify.com/v1/audio-analysis/5mB0MGsRfKZALHrXjnktCK
0.479,132.96,0.542,0.171,0.217,91726,-15.033,lofi,The Girl Who Fell From The Sky (Laputa),Sleepy Tom,50,https://api.spotify.com/v1/audio-analysis/6VcyHKX0tZvwFYtgJL7IcX
0.479,169.922,0.812,0.0756,0.559,234353,-5.678,latin,La Bebe - Remix,"Yng Lvcas, Peso Pluma",79,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU
0.479,184.374,0.656,0.168,0.708,261867,-7.055,blues,So Into You,Tamia,69,https://api.spotify.com/v1/audio-analysis/3c6afiysmB7OnxQzzSqRfD
0.48,84.098,0.874,0.11,0.563,166226,-12.092,hip-hop,Floridaboiii,Yung Rich Cuban,24,https://api.spotify.com/v1/audio-analysis/47ePKoUVfNVUZKtzpqLF0y
0.48,92.157,0.853,0.0323,0.815,254865,-9.052,world,Tus Ojos,Los Cafres,66,https://api.spotify.com/v1/audio-analysis/6yyrsrci6u2nreFlhXSy3J
0.48,99.844,0.727,0.108,0.239,291170,-8.751,electronic,En plein océan,Jewel Usain,21,https://api.spotify.com/v1/audio-analysis/0UXWOnwo3DGJH9LhqiP1RT
0.48,128.001,0.749,0.178,0.737,159375,-6.77,pop,Flyg Fula Fluga Flyg,Hanna Ferm,37,https://api.spotify.com/v1/audio-analysis/01fQ3xuWfYAHmUIiFC1JVP
0.48,143.029,0.846,0.0989,0.419,169532,-8.618,arabic,3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",68,https://api.spotify.com/v1/audio-analysis/6Tguhaf2uAe6OjRLsR2Tql
0.48,143.029,0.846,0.0989,0.419,169532,-8.618,hip-hop,3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",68,https://api.spotify.com/v1/audio-analysis/6Tguhaf2uAe6OjRLsR2Tql
0.481,119.783,0.675,0.0964,0.078,189000,-6.315,soul,Made For Me (with Mariah Carey),"Muni Long, Mariah Carey",56,https://api.spotify.com/v1/audio-analysis/7A237bWglHPhH3nKGgBsRr
0.481,124.914,0.534,0.142,0.293,280282,-9.016,indian,Khairiyat,"Pritam, Arijit Singh",71,https://api.spotify.com/v1/audio-analysis/5O932cZmzOZGOGZz9RHx20
0.481,140.122,0.813,0.0931,0.842,178286,-6.71,hip-hop,Coming for You (feat. A1 x J1),"SwitchOTR, A1 x J1",59,https://api.spotify.com/v1/audio-analysis/1xIqDFx3KdByBnKMlTECcM
0.482,66.771,0.193,0.111,0.121,235636,-13.311,gaming,Dragonborn,Jeremy Soule,57,https://api.spotify.com/v1/audio-analysis/2gaZJDgE71VL9PzzUUlpMg
0.482,79.995,0.759,0.0915,0.391,161408,-7.158,world,Who Am I,BINYAMIN,25,https://api.spotify.com/v1/audio-analysis/6IuuwydjnCrtGcu0R4IYEQ
0.482,92.954,0.814,0.0881,0.646,220394,-9.977,ambient,"Tested, Approved & Trusted",Burna Boy,51,https://api.spotify.com/v1/audio-analysis/6Z7X86HZWODk0KPVmOsCKR
0.482,100.013,0.631,0.0819,0.677,204453,-6.761,electronic,Désolé,Sexion d'Assaut,62,https://api.spotify.com/v1/audio-analysis/5NsOnvpjvH9sCz8TyVOmOz
0.482,100.029,0.69,0.0728,0.356,149074,-6.335,latin,NEL,Fuerza Regida,88,https://api.spotify.com/v1/audio-analysis/5AH31dDNgxCMGDdxubNNn4
0.482,104.39,0.458,0.0756,0.128,153000,-8.626,latin,Don't Wanna Lie,LANE,27,https://api.spotify.com/v1/audio-analysis/6bW0YFLe6RFscsRP7jgqB7
0.482,104.717,0.83,0.131,0.741,187755,-9.063,punk,The Cruel Wars,The Dreadnoughts,47,https://api.spotify.com/v1/audio-analysis/6BadR8UdEijDv01ZafyO62
0.482,138.453,0.529,0.0842,0.492,516893,-11.709,rock,American Pie,Don McLean,74,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X
0.482,139.842,0.463,0.256,0.416,240462,-5.676,mandopop,想念你想我,Eric Chou,57,https://api.spotify.com/v1/audio-analysis/48shm8jmaY2daKSe4gSKP6
0.482,140.064,0.736,0.229,0.608,224507,-8.242,hip-hop,Hard Work Pays Off,"Future, Juice WRLD",60,https://api.spotify.com/v1/audio-analysis/6gzIcEUuswJQGfJNPYMjjv
0.483,90.941,0.738,0.086,0.774,181307,-9.097,latin,17 Años,Los Ángeles Azules,68,https://api.spotify.com/v1/audio-analysis/1Y372uxsCkKqNclj2ercap
0.483,123.846,0.765,0.21,0.217,185832,-5.356,brazilian,Formosa,"Kaio Viana, MC CJ",52,https://api.spotify.com/v1/audio-analysis/1QmupixsVNc0osesKXraZC
0.483,144.99,0.617,0.121,0.176,152318,-7.359,ambient,Feels Like,Gracie Abrams,73,https://api.spotify.com/v1/audio-analysis/35IcAVSMsU9qzHfpPbvC8A
0.483,160.078,0.662,0.482,0.492,211026,-10.701,latin,Girasoles De Van Gogh,Cometta,27,https://api.spotify.com/v1/audio-analysis/0yD7X7Tc6erimyCZ02QUrI
0.483,171.831,0.753,0.0681,0.826,177209,-6.436,latin,Ferxxoko,"Joyce Santana, Feid",72,https://api.spotify.com/v1/audio-analysis/12VjaTNEaCfDlvW1XPZTQ9
0.484,60.83,0.653,0.267,0.23,159477,-6.337,ambient,6 BUSINESS DAYS (feat. Projexx),"Blaqbonez, Projexx",37,https://api.spotify.com/v1/audio-analysis/2KbFskDFrgLGKBKIVDrzbh
0.484,82.741,0.661,0.107,0.733,344627,-10.982,latin,Fue un Placer,Los Aldeanos,36,https://api.spotify.com/v1/audio-analysis/6Vw2g1lzPoe9hxKn0tsk8a
0.484,87.993,0.525,0.123,0.247,176133,-10.562,folk,Animal,Oklahoma,29,https://api.spotify.com/v1/audio-analysis/6XLsy0UvTwzfd3eS8Uqqc9
0.484,133.03,0.93,0.0922,0.747,144361,-5.486,hip-hop,Problemas de um Milionário,"WIU, Teto",70,https://api.spotify.com/v1/audio-analysis/0VybBobSYSzliyEJ1VqwGR
0.485,80.948,0.545,0.104,0.101,384307,-8.045,blues,Heal the World,Michael Jackson,67,https://api.spotify.com/v1/audio-analysis/7woW97CfcWaKtuC6W5BP2K
0.485,95.968,0.753,0.192,0.547,206250,-9.431,folk,My Home,Myles Smith,73,https://api.spotify.com/v1/audio-analysis/4ZEw5uS9RY6M6lEjsu7w8Q
0.485,100.053,0.843,0.107,0.689,192418,-8.735,latin,Fountains (with Tems),"Drake, Tems",68,https://api.spotify.com/v1/audio-analysis/08XWh5c0BMyD1nKVxxl91z
0.485,120.001,0.847,0.12,0.696,246626,-10.652,jazz,Adios Guajira,Jesús Alejandro El Niño,29,https://api.spotify.com/v1/audio-analysis/1CaGh5Vtn4TP0LDCY5bcqW
0.486,94.993,0.701,0.426,0.0391,219170,-9.322,world,Raven Strut (feat. K.Clevenger) - DASH Remix,"DKD Dancers, DASH, K.Clevenger",17,https://api.spotify.com/v1/audio-analysis/3fj6daqmLeXpz7N4vSklgZ
0.486,110.964,0.784,0.101,0.0894,265996,-6.497,hip-hop,Solo,Future,80,https://api.spotify.com/v1/audio-analysis/4lH6nENd1y81jp7Yt9lTBX
0.486,119.319,0.765,0.332,0.303,228053,-14.671,electronic,Pulsewidth,Aphex Twin,55,https://api.spotify.com/v1/audio-analysis/643gyipSU7dkmrFhJ8UAIm
0.486,119.955,0.556,0.164,0.243,236533,-7.139,rock,Last Night on Earth,Green Day,68,https://api.spotify.com/v1/audio-analysis/5TpPSTItCwtZ8Sltr3vdzm
0.486,155.969,0.709,0.0773,0.354,116939,-11.599,lofi,Fall Vibes,LoFi Waiter,42,https://api.spotify.com/v1/audio-analysis/69ZtjFuw1CU0iCepIVMlw1
0.486,163.9,0.687,0.115,0.792,224726,-8.673,pop,Tip Toe,HYBS,76,https://api.spotify.com/v1/audio-analysis/0MJ5wKsPEeihONNfugHGy7
0.486,175.786,0.5,0.119,0.36,132427,-8.801,lofi,New Fields,"Tom Doolie, Saib",23,https://api.spotify.com/v1/audio-analysis/22e0ya5jFpcRTXl8l7DLHE
0.487,85.706,0.325,0.288,0.489,249333,-8.512,electronic,Comme d'habitude,Claude François,52,https://api.spotify.com/v1/audio-analysis/11FBMKhiuYT4doKhC4p3i6
0.487,102.996,0.752,0.0718,0.639,92576,-13.482,world,心的旅程,浩宇,25,https://api.spotify.com/v1/audio-analysis/1he0b1TdPwmB2eAe3vCOin
0.487,114.965,0.73,0.0852,0.731,226653,-10.991,rock,Everywhere - 2017 Remaster,Fleetwood Mac,79,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq
0.487,127.05,0.964,0.115,0.108,154024,-6.071,arabic,Pure Cocaine,Lil Baby,77,https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v
0.487,127.05,0.964,0.115,0.108,154024,-6.071,hip-hop,Pure Cocaine,Lil Baby,77,https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v
0.487,136.086,0.725,0.431,0.599,296693,-5.959,blues,I Wanna Know,Joe,66,https://api.spotify.com/v1/audio-analysis/1m2xMsxbtxv21Brome189p
0.487,139.914,0.655,0.271,0.0454,205766,-7.988,electronic,Eternal Youth,RŮDE,61,https://api.spotify.com/v1/audio-analysis/0ytvsZOerGzUWfHXVT2Sgy
0.487,139.914,0.655,0.271,0.0454,205766,-7.988,lofi,Eternal Youth,RŮDE,61,https://api.spotify.com/v1/audio-analysis/0ytvsZOerGzUWfHXVT2Sgy
0.487,170.285,0.592,0.0768,0.638,205569,-9.052,world,Hablar de Ti,Gepe,64,https://api.spotify.com/v1/audio-analysis/1vV2FBKYvu6sJDqzSCNgbI
0.488,64.942,0.626,0.0668,0.554,251038,-7.416,soul,That's You,Lucky Daye,54,https://api.spotify.com/v1/audio-analysis/3rgPcA3yCtvVCxvcVFcBxs
0.488,72.517,0.457,0.154,0.283,216267,-7.964,blues,Flying Without Wings,Westlife,61,https://api.spotify.com/v1/audio-analysis/1pDylAt4nUPy2r72KRQDYX
0.488,131.92,0.161,0.0876,0.127,194709,-11.351,classical,Dauntless,Audiomachine,39,https://api.spotify.com/v1/audio-analysis/4B2DCWTuhLUtHnKHeaFRQH
0.488,136.07,0.752,0.0936,0.533,201661,-7.05,pop,Without Me,Halsey,78,https://api.spotify.com/v1/audio-analysis/6FZDfxM3a3UCqtzo5pxSLZ
0.488,191.935,0.696,0.134,0.897,241189,-9.382,latin,Estas Bien Buena,Los Hermanos Flores,42,https://api.spotify.com/v1/audio-analysis/4noxYD9JqvRza6EMNZA8nB
0.489,77.956,0.489,0.214,0.243,280267,-6.625,cantopop,放縱,Sandy Lam,20,https://api.spotify.com/v1/audio-analysis/4kjHpouJFwKLS0rjKQVBl4
0.489,85.032,0.691,0.328,0.662,72449,-8.461,soul,DESERT EAGLE,Beyoncé,56,https://api.spotify.com/v1/audio-analysis/2dklP2sRuvcJROlrM8F7Dp
0.489,136.16,0.347,0.221,0.361,218787,-7.662,punk,The Worst Day Since Yesterday,Flogging Molly,44,https://api.spotify.com/v1/audio-analysis/5S1qWBPGQoktlmFd6bj3JY
